ㅈtitle,author,publisher,isbn,description,image,link
마더텅 전국연합 학력평가 기출문제집 고2 국어 문학 (2022),마더텅 편집부,마더텅,9791162728802,"〈책의 특장점〉중간 ㆍ 기말고사와 전국연합 학력평가 대비를 위한 기출문제집!전 지문, 모든 선지에 100% 첨삭 해설 수록- 2019~2021년 최신 3개년 고2 전국연합 학력평가 기출문제 전 문항 수록- 2014~2018년 5개년 고2 전국연합 학력평가 기출문제 우수 문항 수록- 총 375문항, 144작품을 6개의 유형으로 나누어 수록... ",https://bookthumb-phinf.pstatic.net/cover/211/661/21166127.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21166127
"고등 화학1 수능기출문제집 (2022 수능대비,2021)",마더텅 편집부,마더텅,9791162727355,"고난도 10문항 : 기존 마더텅 해설 + 〈자세한 해설 + Α〉 까지 추가 제공!
마더텅 〈자세한 해설 + Α〉로 공부하고 수능에서 1등급으로 도약하기!... 어려워서 포기한 1등급, 고난도 문항의 풀이 비결을 〈마더텅 자세한 해설 + Α〉에서 알려드립니다!

[기출 핵심 ○× 599제] 기출 복습을 위한 최고의 선택!... ",https://bookthumb-phinf.pstatic.net/cover/176/904/17690485.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17690485
"MP3 고교영어듣기 24회 모의고사 1학년 (2021,100% 실전대비,조금 더 어려워진)",마더텅 편집부,마더텅,9791162726365,"- 독자대상 : 고등학생
- 구성 : 이론 + 문제
- 특징 : 
① 국내 최초, 최고의 고교 내신 영어듣기 모의고사 문제집
② 최신 기출문제 유형 완벽 재현 총 24회 480문제로 고교 내신 영어 완벽 대비
③ 수능 듣기에 나오는 모든 유형 대비 가능, 만점을 위한 고난도 문제 수록
④ 영국 성우 녹음이 포함되어 미국식... ",https://bookthumb-phinf.pstatic.net/cover/175/237/17523759.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17523759
뿌리깊은 중학국어 독해력 1단계 (하루 30분! 중학 국어 독해로 수능 국어를 준비하는),마더텅 편집부,마더텅,9791162726228,"〈책의 특장점〉
★ 독서+문학+어휘 학습을 한 권으로 완성
★ 최신 경향을 반영한 수능 신유형 문제 수록
★ LEET형, PSAT형, 고난도 유형 등 다양한 문제 유형 수록
★ 수능 문학 갈래를 총망라한 다양한 작품 수록
★ 교과서 안팎의 다양한 글감 수록
★ 공부할 내용을 미리 파악하고 학습 계획을 세울 수 있는... ",https://bookthumb-phinf.pstatic.net/cover/166/256/16625668.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16625668
뿌리깊은 초등국어 독해력 3단계 (하루 15분 국어 독해력의 기틀을 다지는),마더텅 편집부,마더텅,9791162720400,"1주 5회, 두 달에 완성하는 초등국어 독해력 교재!
하루 15분씩, 하나의 독해 지문과 독해력을 키워주는 독해 문제 7개를 풀어보세요!

ㆍ초대장부터 공익광고까지 다양한 유형의 지문 수록
ㆍ교과서 수록 작품 중심으로 엄선한 시와 소설 수록
ㆍ매 지문마다 어법과 어휘만을 따로 공부하는 장 수록
ㆍ학습결과를... ",https://bookthumb-phinf.pstatic.net/cover/134/100/13410033.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13410033
"마더텅 수능기출문제집 고등 세계지리 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729533,"〈 책의 특장점 〉2023 수능대비 마더텅 수능기출문제집 세계지리는 총 833문항을 8개의 단원으로 나누어 수록하였습니다.ㆍ 2021~2022학년도 수능 · 모의평가, 2020~2021년 학력평가 기출문제 전 문항 수록(280문항)ㆍ 2006~2019년 시행된 수능 · 모의평가 · 학력평가 기출문제 및 고2 학력평가 선별 수록... ",https://bookthumb-phinf.pstatic.net/cover/213/594/21359438.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21359438
마더텅 전국연합 학력평가 기출문제집 고2 영어 독해 (2022),마더텅 편집부,마더텅,9791162728901,"[책의 특장점]누적판매 607만 부, 2020년 한 해 동안 97만 부가 판매된 베스트셀러 기출문제집전국연합 학력평가와 학교 시험에 자주 출제되는 유형을 철저히 분석하여 적용한 유형별 기출문제집!2022 교육과정에 맞는 영어 독해·어법·어휘 전 유형 수록!1. 2019~2021 시행 최신 3개년 고2 전국연합... ",https://bookthumb-phinf.pstatic.net/cover/211/621/21162162.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21162162
"뿌리깊은 초등국어 독해력 5단계 (하루 15분 국어 독해력의 기틀을 다지는,초등 5·6학년 대상)",마더텅 편집부,마더텅,9791162720431,"1주 5회, 두 달에 완성하는 초등국어 독해력 교재!
하루 15분씩, 하나의 독해 지문과 독해력을 키워주는 독해 문제 7개를 풀어보세요!
●깊이와 시사성을 갖춘 지문 추가 수록
●초등학생도 읽을 만한 인문 고전 작품 수록
●매 지문마다 어법과 어휘만을 따로 공부하는 장 수록
●학습결과를 재밌게 기록할 수... ",https://bookthumb-phinf.pstatic.net/cover/135/130/13513032.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13513032
"뿌리깊은 초등국어 독해력 4단계 (하루 15분 국어 독해력의 기틀을 다지는,초등 3·4학년 대상)",마더텅 편집부,마더텅,9791162720424,"1주 5회, 두 달에 완성하는 초등국어 독해력 교재!
하루 15분씩, 하나의 독해 지문과 독해력을 키워주는 독해 문제 7개를 풀어보세요!
●교과 과정과 연계한 다양한 유형의 지문 수록
●외국 명작부터 우리나라 고전 작품까지 엄선한 문학 작품 수록
●매 지문마다 어법과 어휘만을 따로 공부하는 장 수록... ",https://bookthumb-phinf.pstatic.net/cover/135/131/13513116.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13513116
뿌리깊은 초등국어 독해력 1단계 (하루 15분 국어 독해력의 기틀을 다지는),마더텅 편집부,마더텅,9791162720387,"1주 5회, 두 달에 완성하는 초등국어 독해력 교재!
하루 15분씩, 하나의 독해 지문과 독해력을 키워주는 독해 문제 7개를 풀어보세요!

ㆍ처음 초등국어 독해 공부를 시작하는 학생을 위한 재밌고 다양한 지문 수록
ㆍ교과서 수록 작품 및 배경지식으로 알아둘 만한 전래동화, 우화 수록
ㆍ매 지문마다 어법과... ",https://bookthumb-phinf.pstatic.net/cover/134/100/13410032.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13410032
"마더텅 수능기출문제집 영어 구문과 어휘 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791168590700,280개 기출 문장으로 수능 필수 문법과 어휘 완성● 영어 실력의 뼈대를 이루는 구문 분석- 최신 12개년(2011~2022학년도) 수능·모평에 출제된 필수 구문 109개 선별- 선별된 109개의 구문을 대표하는 수능·모평 기출 예문 280개 선별- 280개의 기출 예문에 대한 구문 분석(GRAMMAR TIPS) 제공- 기출... ,https://bookthumb-phinf.pstatic.net/cover/224/527/22452700.jpg,http://book.naver.com/bookdb/book_detail.php?bid=22452700
"마더텅 수능기출문제집 고등 세계사 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729502,〈 책의 특장점 〉2023 수능대비 마더텅 수능기출문제집 세계사는 총 817문항을 6개의 단원으로 나누어 수록하였습니다.ㆍ 2020~2021년 시행된 수능 · 모의평가 · 학력평가 기출문제 전 문항 수록(280문항) ㆍ 2012~2019년 시행된 수능 · 모의평가 · 학력평가 기출문제 중 우수 문항 선별 수록(537문항) ㆍ... ,https://bookthumb-phinf.pstatic.net/cover/213/594/21359450.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21359450
마더텅 수능기출문제집 생활과 윤리 (2021 수능대비),마더텅 편집부,마더텅,9791162724798,"2021 수능대비 마더텅 수능기출문제집 생활과 윤리는 총 743문항을 6개의 단원으로 나누어 수록하였습니다.
ㆍ 2020학년도 수능 · 모의평가, 2019년 학력평가 기출문제 선별 수록(129문항)
ㆍ 2018~2013년 시행된 수능 · 모의평가 · 학력평가 기출문제 선별 수록(597문항)
ㆍ 15 개정 교육과정에 맞는 윤리와... ",https://bookthumb-phinf.pstatic.net/cover/158/762/15876224.jpg,http://book.naver.com/bookdb/book_detail.php?bid=15876224
마더텅 전국연합 학력평가 기출문제집 고1 수학(상) (2022),마더텅 편집부,마더텅,9791162728833,"〈책의 특장점〉학교 시험에 자주 출제되는 유형을 철저히 분석하여 적용한 유형별 기출문제집!중간ㆍ기말고사와 전국연합 학력평가 대비를 위한 기출문제집!1. 2019.3~2021.9 고1, 고2 전국연합 학력평가에서   고등 수학의 다항식, 방정식과 부등식, 도형의 방정식 전 문항  + 2004~2018 시행 전국연합... ",https://bookthumb-phinf.pstatic.net/cover/211/661/21166145.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21166145
"마더텅 수능기출문제집 고등 경제 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729588,〈 책의 특장점 〉2023 수능대비 마더텅 수능기출문제집 경제는 총 840문항을 14개의 단원으로 나누어 수록하였습니다.ㆍ 2016~2021년 시행된 수능·모의평가·학력평가 기출문제 전 문항 수록(840문항)ㆍ 현직 교사의 감수를 통해 15개정 교육과정에 최적화된 문항 선별ㆍ 수능에 꼭 나오는 단원별... ,https://bookthumb-phinf.pstatic.net/cover/213/594/21359458.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21359458
뿌리깊은 초등국어 독해력 2단계 (하루 15분 국어 독해력의 기틀을 다지는),마더텅 편집부,마더텅,9791162720394,"1주 5회, 두 달에 완성하는 초등국어 독해력 교재!
하루 15분씩, 하나의 독해 지문과 독해력을 키워주는 독해 문제 7개를 풀어보세요!

ㆍ교과 과정과 연계한 다양한 유형의 지문 수록
ㆍ교과서 수록 작품 중심으로 선정하여 지문 수록
ㆍ매 지문마다 어법과 어휘만을 따로 공부하는 장 수록
ㆍ학습결과를 재밌게... ",https://bookthumb-phinf.pstatic.net/cover/134/100/13410036.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13410036
초등영문법 777 1 (나의 첫 문법 파트너),마더텅 편집부,마더텅,9791162723098,"초등 영어 교과서, 학교 시험 완벽 분석 반영 초등 영문법 문제집

● 2018년부터 적용되는 개정 교과서의 단어와 표현 완벽 반영
● 문법 개념을 귀여운 삽화와 함께 아이들 눈높이에서 쉽게 설명
● 실제로 사용할 수 있는 일상회화에 유용한 문장으로 연습문제 구성
● 다양한 유형의 풍부한 연습문제로... ",https://bookthumb-phinf.pstatic.net/cover/147/423/14742364.jpg,http://book.naver.com/bookdb/book_detail.php?bid=14742364
마더텅 수능기출 모의고사 33회 수학 영역 나형 (2021 수능대비),마더텅 편집부,마더텅,9791162725283,"1. 2021 수능(2020.11.19.시행) 적용 새 교육과정 반영! 2020~2000학년도(2019~1999년 시행)
   최신 21개년 수능/모의평가/학력평가 기출문제 중 새 교육과정에 맞는 우수 문항으로 구성한 모의고사 33회 990문항 수록
2. 전 문항 문제 풀이 동영상 강의 무료 제공 (2020년 2월 업로드 완료 예정)
3. 모의고사... ",https://bookthumb-phinf.pstatic.net/cover/159/741/15974103.jpg,http://book.naver.com/bookdb/book_detail.php?bid=15974103
"뿌리깊은 초등국어 독해력 6단계 (하루 15분 국어 독해력의 기틀을 다지는,초등 5·6학년 대상)",마더텅 편집부,마더텅,9791162720448,"1주 5회, 두 달에 완성하는 초등국어 독해력 교재!
하루 15분씩, 하나의 독해 지문과 독해력을 키워주는 독해 문제 7개를 풀어보세요!
●초등학생도 읽을 만한 인문 고전 수록
●수능에 출제된 작품 수록
●매 지문마다 어법과 어휘만을 따로 공부하는 장 수록
●학습결과를 재밌게 기록할 수 있는 학습평가... ",https://bookthumb-phinf.pstatic.net/cover/135/130/13513027.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13513027
마더텅 전국연합 학력평가 기출 모의고사 3개년 12회 고1 국어 영역 (2022),마더텅 편집부,마더텅,9791162729250,"2018년 11월 ~ 2021년 9월 최신 3개년 고1 전국연합 학력평가 12회, 총 540문항 수록!전 문항 첨삭 해설 제공, 전 문항 정답률 표기, 자가 진단을 위한 회별 등급컷 제공1) 해설에 지문과 문제가 그대로- 최근 어렵게 출제되는 문법과 독서 지문의 완벽한 이해에 도움- 현대어 풀이가 어려워 문제를 풀지 못했던... ",https://bookthumb-phinf.pstatic.net/cover/213/071/21307127.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21307127
"마더텅 수능기출문제집 영어 어법·어휘 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729472,"수능/모평/학평에 출제되는 문법과 유형을 분석하여 적용한 문법별/유형별 기출문제집!기출 100% 반영으로 수능에 효과적으로 대비하는 완벽 실전 훈련서!● 고3 어법·어휘 최다 문항 수록   - 총 931문항, 수능/모평/학평 및 경찰대/사관학교 기출문제 최다 수록으로 실전 완벽 대비!   - 16개년(2022... ",https://bookthumb-phinf.pstatic.net/cover/213/544/21354424.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21354424
"마더텅 수능기출문제집 고등 확률과 통계 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729434,〈책의 특장점〉1. 풍부하고 다양한 문항 구성ㆍ 총 906문항 62개의 유형을 단계적으로 배치하여 수능 준비에 최적화ㆍ 수능ㆍ모의평가 수록 27개년(1996~2022학년도) 및 전국연합 학력평가 18개년(2004~2021년)  기출문제 중 2022 적용 교육과정에 맞는 우수 문항 수록2. 체계적 학습에 최적화된 문제편ㆍ 각... ,https://bookthumb-phinf.pstatic.net/cover/213/594/21359443.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21359443
100% 수능형 마더텅 MP3 수능영어듣기 35회 실전모의고사 (2023),마더텅 편집부,마더텅,9791162728758,〈 책의 특장점 〉105만 수험생이 인정한 책!!더욱 막강해진 수능 영어 듣기 문제집의 최강자1. 최근 5개년 수능 영어 듣기 출제 유형 완벽 반영2. 수능 출제 유형과 문제 순서를 100% 반영한 문항 배치3. 만점을 위한 고난도 문제 수록4. 회별 QR코드를 통해 스마트 기기로 빠르고 편리한 음원 재생... ,https://bookthumb-phinf.pstatic.net/cover/213/485/21348511.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21348511
"마더텅 수능기출 전국연합 학력평가 20분 미니모의고사 24회 고2 영어 영역 (학교 내신 및 수능대비,2022)",마더텅 편집부,마더텅,9791162729168,"〈 책의 특장점 〉하루 12문제 20분 풀고 확인하는 기출 미니모의고사가볍게 꾸준히 매일 수능대비● 정기적인 미니 실전 테스트로 수능의 감을 꾸준히 단련● 수능 영어 독해 전 유형(어법·어휘 포함)을 매일 골고루 풀고, 채점하고, 복습● 최근 수능·모의평가 및 학력평가 기출문제를 엄선, 전 유형을... ",https://bookthumb-phinf.pstatic.net/cover/212/939/21293995.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21293995
"마더텅 고1 국어 영역 수능기출 전국연합 학력평가 20분 미니모의고사 24회 (학교 내신 및 수능대비,2021)",마더텅 편집부,마더텅,9791162728147,"매일 12문제씩, 20분 풀고 확인하는 기출 미니모의고사!
가볍게 꾸준히 수능대비 습관 형성!

- 정기적인 미니 실전 테스트로 수능의 감(感)을 꾸준히 단련
- 수능 국어 영역(화법ㆍ작문ㆍ문법(언어)ㆍ독서ㆍ문학)을 매일 골고루 학습
- 최근 수능 및 학력평가 기출문제를 체계적으로 배치
- 전 지문, 모든 선지에... ",https://bookthumb-phinf.pstatic.net/cover/179/323/17932388.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17932388
초등영문법 777 0 (나의 첫 문법 파트너),마더텅 편집부,마더텅,9791162726136,"초등 영어 교과서, 학교 시험 완벽 분석 반영 초등 영문법 문제집● 2020년 적용되는 개정 교과서의 단어와 표현 완벽 반영
● 문법 개념을 귀여운 삽화와 함께 아이들 눈높이에서 쉽게 설명
● 사용할 수 있는 일상회화에 유용한 문장으로 연습문제 구성
● 다양한 유형의 풍부한 연습문제로 문법을 확실하게... ",https://bookthumb-phinf.pstatic.net/cover/162/910/16291021.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16291021
100% 실전대비 MP3 중학영어듣기 24회 모의고사 중학교 1학년 (2019),마더텅 편집부,마더텅,9791162721377,"듣기부문 최강교재!!
중학영어듣기 부문 국내 주요서점 최다 판매!
최신개정판 2018년까지의 총 판매량 175만 권!

1. 2018년까지의 누적판매량 총 175만 권!
2. 전국 16개 시·도 교육청 공동 주관 중학영어듣기 능력 평가 완벽 반영, 서울시 중학영어듣기 문제 반영
3. 실제 시험과 동일한 속도... ",https://bookthumb-phinf.pstatic.net/cover/141/174/14117415.jpg,http://book.naver.com/bookdb/book_detail.php?bid=14117415
"마더텅 수능기출문제집 고등 동아시아사 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729519,〈 책의 특장점 〉2023 수능대비 마더텅 수능기출문제집 동아시아사는 총 806문항을 5개의 단원으로 나누어 수록하였습니다.ㆍ 2020~2021년 시행된 수능 · 모의평가 · 학력평가 기출문제 전 문항 수록(280문항)ㆍ 2013~2019년 시행된 수능 · 모의평가 · 학력평가 기출문제 선별 수록(524문항)ㆍ 2019~2020년... ,https://bookthumb-phinf.pstatic.net/cover/213/594/21359451.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21359451
마더텅 전국연합 학력평가 기출문제집 고1 국어 문학 (2022),마더텅 편집부,마더텅,9791162728772,"[책의 특장점]중간 ㆍ 기말고사와 전국연합 학력평가 대비를 위한 기출문제집!전 지문, 모든 선지에 100% 첨삭 해설 수록- 2019~2021년 최신 3개년 고1 전국연합 학력평가 기출문제 전 문항 수록- 2014~2018년 5개년 고1 전국연합 학력평가 기출문제 우수 문항 수록- 총 344문항, 147작품을 6개의 유형으로 나누어 수록- 전... ",https://bookthumb-phinf.pstatic.net/cover/211/621/21162152.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21162152
마더텅 전국연합 학력평가 기출문제집 고1 국어 언어(문법) (2022),마더텅 편집부,마더텅,9791162728796,"★ 중간·기말고사와 전국연합 학력평가 대비를 위한 기출문제집! ★ 전 지문, 모든 선지에 100% 첨삭 해설 수록★ 총 312항, 2003~2021년 전국연합 학력평가 전 문항 + 2003~2009년 학업성취도평가 우수 문항 선별 수록★ 전 문항 모든 선지의 정·오답 풀이에 명확한 지문 근거 제시★ 언어 개념 정리 및... ",https://bookthumb-phinf.pstatic.net/cover/211/661/21166148.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21166148
마더텅 전국연합 학력평가 기출문제집 고2 영어 듣기 (2022),마더텅 편집부,마더텅,9791162728918,"[책의 특장점]전국연합 학력평가 회차별 구성으로 듣기 실력을 향상시키는 완벽 실전 훈련서! 전국 영어듣기 능력평가와 전국연합 학력평가 대비를 위한 기출문제집!● 총 24회, 2015년 11월~2021년 9월 7개년 고2 전국연합 학력평가 기출문제 408문항 수록 ● 최신 대학수학능력시험 듣기 문항 순서 변경에... ",https://bookthumb-phinf.pstatic.net/cover/211/621/21162165.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21162165
"마더텅 수능기출 20분 미니모의고사 24회 고3 영어 영역 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729991,"책의 특장점하루 12문제 20분 풀고 확인하는 기출 미니모의고사가볍게 꾸준히 수능대비 습관 형성!- 정기적인 미니 실전 테스트로 수능의 감을 꾸준히 단련!- 수능 영어 독해 전 유형(어법·어휘 포함)을 매일 골고루 풀고, 채점하고, 복습!- 최근 수능ㆍ모의평가 및 학력평가 기출문제를 엄선, 전 유형을... ",https://bookthumb-phinf.pstatic.net/cover/214/062/21406209.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21406209
"고등 수능기출 국어 문학 300제 (2021,3주 완성! 예비 고3을 위한)",마더텅 편집부,마더텅,9791162728116,"수능 문학을 시작하는 예비 고3 학생들을 위한 기본서!
- 기출문제로 문학의 감을 잡자!
- 하루 10문제 3주 완성
- 어디에도 없는 자세한 해설과 첨삭

1) 하루 10문제씩 3주 플랜 제공
- 1주 : 1~6일차 10문제씩 학습 / 7일차 어휘 복습
- 2주 : 8~13일차 10문제씩 학습 / 14일차 어휘 복습
- 3주 : 15~20일차 10문제씩... ",https://bookthumb-phinf.pstatic.net/cover/181/251/18125140.jpg,http://book.naver.com/bookdb/book_detail.php?bid=18125140
"마더텅 수능기출 모의고사 30회 수학 영역 공통+선택 (2022 수능대비,확률과 통계ㆍ미적분ㆍ기하)",마더텅 편집부,마더텅,9791162727720,"〈책의 특장점〉
1. 2022 수능(2021.11.18. 시행) 적용 새 교육과정에 따른 공통+선택[확률과 통계ㆍ미적분ㆍ기하] 반영!
2. 2022학년도 수능 평가원 예시 문항 + 1994~2021학년도(1993~2020년 시행) 최신 28개년 수능ㆍ모의평가ㆍ학력평가 기출문제 중 새 교육과정에 맞는 우수 문항으로 구성한 모의고사 30회... ",https://bookthumb-phinf.pstatic.net/cover/178/536/17853621.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17853621
"고교 국어 문법 500제 (2021, 수능·내신 한 권에 끝내는)",마더텅 편집부,마더텅,9791162728567,"[책의 특장점]
[수능 ㆍ 내신 한 권에 끝내는 고교 국어 문법 500제]는 국어 문법을 6개의 유형으로 나누어 수록하였습니다.

ㆍ 유형별 기본 개념과 115문항의 연습 문제 제시
- 내신과 수능에 자주 나오는 예문 분석
- 학습한 개념을 바로 적용해 볼 수 있는 연습 문제

ㆍ 내신 변형문제 245문항 수록... ",https://bookthumb-phinf.pstatic.net/cover/203/836/20383632.jpg,http://book.naver.com/bookdb/book_detail.php?bid=20383632
"100% 실전대비 MP3 고교영어듣기 24회 모의고사 2학년 (조금 더 어려워진,2022)",마더텅 편집부,마더텅,9791162728734,"〈 책의 특장점 〉듣기부문 최강교재!!교보문고, YES 24 고교 영어듣기 부문 판매 1위 (EBS 제외)전국 16개 시·도 교육청 주관 영어듣기능력평가 기출문제 전격 반영!1. 전국 16개 시·도 교육청 공동 주관 고교영어듣기 능력 평가 완벽 반영, 서울시 고교영어듣기 문제 반영2. 국내 최초, 최고의... ",https://bookthumb-phinf.pstatic.net/cover/211/371/21137102.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21137102
100% 실전대비 MP3 중학영어듣기 24회 모의고사 중학교 3학년 (2019),마더텅 편집부,마더텅,9791162721391,"듣기부문 최강교재!!
중학영어듣기 부문 국내 주요서점 최다 판매!
최신개정판 2018년까지의 총 판매량 175만 권!

1. 2018년까지의 누적판매량 총 175만 권!
2. 전국 16개 시·도 교육청 공동 주관 중학영어듣기 능력 평가 완벽 반영, 서울시 중학영어듣기 문제 반영
3. 실제 시험과 동일한 속도... ",https://bookthumb-phinf.pstatic.net/cover/141/174/14117424.jpg,http://book.naver.com/bookdb/book_detail.php?bid=14117424
"마더텅 고등 정치와 법 수능기출문제집 (2022 수능대비,2021)",마더텅 편집부,마더텅,9791162727317,"〈 책의 특장점 〉
2022 수능대비 마더텅 수능기출문제집 정치와 법은 총 911문항을 17개의 단원으로 나누어 수록하였습니다.
ㆍ 2021학년도 수능 · 모의평가, 2020년 학력평가 기출문제 전 문항 수록(140문항)
ㆍ 2014~2020학년도 수능 · 모의평가, 2013~2019년 학력평가 기출문제 선별수록(714문항)
ㆍ 2007... ",https://bookthumb-phinf.pstatic.net/cover/176/899/17689972.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17689972
초등영문법 3800제 1,마더텅편집부,마더텅,9791162723210,"12년 연속 1위, 362만부 돌파!
중학영문법 최강 1등 교재, 중학영문법 3800제의 초등영어 시리즈! 

1. 영문법의 기초를 확실히 마스터하는 3단계 구성
 - STEP 1 문법설명+간단확인테스트
 - STEP 2 PRACTICE 연습문제
 - STEP 3 LET'S PRACTICE MORE! 추가 연습문제 
2. 한 번 배운 문법을 제대로 익힐 수 있도록... ",https://bookthumb-phinf.pstatic.net/cover/147/914/14791412.jpg,http://book.naver.com/bookdb/book_detail.php?bid=14791412
"마더텅 수능기출문제집 한국사 (2023 수능대비,2022)",마더텅 편집부,마더텅,9791162729496,"2023 수능대비 마더텅 수능기출문제집 한국사는 총 770문항을 4개의 단원으로 나누어 수록하였습니다.ㆍ 2016~2021 시행 수능 · 모의평가 · 학력평가, 기출문제 중 수능 필수 한국사 2022 적용 교육과정에 맞는 우수 문항 선별수록ㆍ 현직 교사의 감수를 통해 15개정 교육과정에 최적화된 문항 선별ㆍ 개념... ",https://bookthumb-phinf.pstatic.net/cover/213/563/21356320.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21356320
초등영문법 777 2 (나의 첫 문법 파트너),마더텅 편집부,마더텅,9791162723111,"초등 영어 교과서, 학교 시험 완벽 분석 반영 초등 영문법 문제집

● 2018년부터 적용되는 개정 교과서의 단어와 표현 완벽 반영
● 문법 개념을 귀여운 삽화와 함께 아이들 눈높이에서 쉽게 설명
● 실제로 사용할 수 있는 일상회화에 유용한 문장으로 연습문제 구성
● 다양한 유형의 풍부한 연습문제로... ",https://bookthumb-phinf.pstatic.net/cover/147/423/14742367.jpg,http://book.naver.com/bookdb/book_detail.php?bid=14742367
